product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product1,20221110,1.4833975009648777,0.030083665162463635,1.4527971654793164
product1,20221111,2.2810120652316415,0.032026780068249217,2.248514488484374
product1,20221114,4.06969285719166,0.05301081984116385,4.016493279126287
product1,20221115,2.3260283211785073,0.025151186181069374,2.30055217546498
product1,20221116,1.973866104099054,0.06589791958131741,1.9078318781564656
product1,20221117,1.4445961029817775,0.02577349157043063,1.4169810487065808
product1,20221118,2.1309060893516594,0.0315840927169555,2.098045395879665
product1,20221121,3.56151929704341,0.04784550615074812,3.5127478237723815
product1,20221122,2.114913656699809,0.02694454089779974,2.085863274679265
product1,20221123,1.8485231924742256,0.06029679432187329,1.7823688136372997
product100,20221110,0.18648089913021604,0.18387485221150746,0.0020893289351262556
product100,20221111,0.12172737871020711,0.21539164852607806,-0.09413483567936143
product100,20221114,0.20450242698780574,0.6515211047488751,-0.4472072974359038
product100,20221115,0.15573740584822193,0.2724292764539391,-0.11701660693176241
product100,20221116,0.19508580468414838,0.2595391626722443,-0.0645901945212699
product100,20221117,0.1747295586611024,0.20681359211237949,-0.033926140162548135
product100,20221118,0.1272634678784108,0.242292628598626,-0.1163063417507677
product100,20221121,0.19668878465218675,0.6049086697551855,-0.4091457401277274
product100,20221122,0.1564235169371102,0.2730977343543928,-0.1187797958592609
product100,20221123,0.19180786405099504,0.25953266364517225,-0.07358251607023392
product101,20221110,1.5276834609505152,1.8953502106357318,-0.36818324677562386
product101,20221111,2.071219931338384,2.0095244589183077,0.06122502622801207
product101,20221114,6.901687963937481,15.134090736430943,-8.23259347702444
product101,20221115,2.410140322403439,4.56506566778259,-2.155250010926668
product101,20221116,2.17221016046006,2.9315673786632184,-0.7594936427518133
product101,20221117,2.0623676167218234,2.3811981658487333,-0.32067229643540274
product101,20221118,2.376164646709201,2.8241522974944324,-0.44926475731569826
product101,20221121,6.346059182222909,13.758501956892156,-7.41336832595747
product101,20221122,2.550182243043221,4.445805940234909,-1.8977299730342823
product101,20221123,2.4966674136832756,3.0248106154662366,-0.5340004029341443
product102,20221110,0.06539743542144105,0.1626966893256112,-0.09781577540677922
product102,20221111,0.06782012999443499,1.3849609873101747,-1.317611458414478
product102,20221114,0.1644980729105816,1.0896569707498136,-0.9253480469291377
product102,20221115,0.05396155134060798,0.2441427791606392,-0.19050601973255543
product102,20221116,0.04244031309985363,0.20851605463889777,-0.16621195677652945
product102,20221117,0.0708190634811805,0.23030399580400207,-0.16132666444111554
product102,20221118,0.07629182536944334,1.2292323366832347,-1.1542170480024032
product102,20221121,0.15747569379327864,0.9572565307040857,-0.8007066609406703
product102,20221122,0.058126598342463254,0.2781258149659074,-0.22210498775951426
product102,20221123,0.050970484596712495,0.24802524142028481,-0.20291239489289592
product103,20221110,0.24314085228153282,0.4632565350114075,-0.22063212451129188
product103,20221111,0.6998107814355938,3.5383556438926096,-2.8390151411603926
product103,20221114,4.534932042443305,2.411313385752468,2.123429584186022
product103,20221115,0.39476222505915803,1.4094529004925012,-1.0150162121217934
product103,20221116,1.4474105613486934,0.4247107112574744,1.0225636690011366
product103,20221117,0.6540487582665611,0.6820420429006306,-0.029835936378053374
product103,20221118,1.1773724195760131,3.18786420647968,-2.0117687858945237
